,URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code),no2_µg/m3,pm25_µg/m3,no2_x,no2_y,pm_x,pm_y
1627,101629,305,Bromley,2060.0,Malcolm Primary School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,6,For Academy,31-08-2013,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,255.0,1,Has Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14-11-2018,Malcolm Road,Penge,,London,,SE20 8RH,http://www.malcolm.bromley.sch.uk/,2087784742.0,Ms,Aliki,Constantopoulou,Head Teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000123,Penge and Cator,E14000788,Lewisham West and Penge,A1,Urban major conurbation,E09000006,535074.0,170377.0,,Bromley 009,Bromley 009F,,,,,,999,,,,South-East England and South London,,,,E02000135,E01000806,32.84317,12.85599,535080.0,170380.0,535080.0,170380.0
1628,101630,305,Bromley,2061.0,Royston Primary School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,6,For Academy,31-08-2013,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420.0,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14-11-2018,High Street,Penge,,London,,SE20 7QR,www.royston.bromley.sch.uk,2084027178.0,Mrs,Edlene,Whitman,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000123,Penge and Cator,E14000788,Lewisham West and Penge,A1,Urban major conurbation,E09000006,535805.0,169952.0,,Bromley 013,Bromley 013E,,,,,,999,,,,South-East England and South London,,,,E02000139,E01000797,33.027229999999996,12.89365,535800.0,169960.0,535800.0,169960.0
1629,101631,305,Bromley,2062.0,James Dixon Primary School,5,Foundation school,4,LA maintained schools,2,Closed,0,Not applicable,,10,Academy Converter,30-11-2016,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,480.0,1,Has Special Classes,,,,,,2,Not supported by a trust,,,Not applicable,,Not under a federation,,,,,Not applicable,14-02-2013,0,Not applicable,15-10-2018,William Booth Road,Anerley,,London,,SE20 8BW,www.jamesdixon.bromley.sch.uk,2087786101.0,Mrs,Michelle,Aldred,Head Teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,SLD - Severe Learning Difficulty,,,,,,,,,,,,,Resource Provision,,,,,H,London,E09000006,Bromley,E05000116,Crystal Palace,E14000788,Lewisham West and Penge,A1,Urban major conurbation,E09000006,534388.0,169775.0,,Bromley 009,Bromley 009A,,,,,,999,,,Good,South-East England and South London,,,,E02000135,E01000743,32.49387,12.80045,534380.0,169780.0,534380.0,169780.0
1632,101634,305,Bromley,2066.0,Midfield Primary School,5,Foundation school,4,LA maintained schools,2,Closed,0,Not applicable,,10,Academy Converter,31-12-2014,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,344.0,1,Has Special Classes,,,,,,2,Not supported by a trust,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14-11-2018,Grovelands Road,St Paul's Cray,,Orpington,Kent,BR5 3EG,www.midfield.bromley.lgfl.net,2083006161.0,Mrs,G,Sesli,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,SEN Unit,,,18.0,18.0,H,London,E09000006,Bromley,E05000115,Cray Valley West,E14000604,Bromley and Chislehurst,A1,Urban major conurbation,E09000006,546304.0,170044.0,,Bromley 014,Bromley 014C,,,,,,999,,,,South-East England and South London,,,,E02000140,E01000735,28.147090000000002,12.122010000000001,546300.0,170040.0,546300.0,170040.0
1635,101637,305,Bromley,2072.0,Oaklands Primary School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,10,Academy Converter,31-08-2015,2,Primary,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,630.0,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14-11-2018,Oaklands Lane,Biggin Hill,,Westerham,Kent,TN16 3DN,,1959573963.0,Ms,Rebecca,Sharp,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000107,Biggin Hill,E14000872,Orpington,C1,Urban city and town,E09000006,541217.0,159337.0,,Bromley 039,Bromley 039C,,,,,,999,,,,South-East England and South London,,,,E02000165,E01000656,23.749660000000002,11.426969999999999,541220.0,159340.0,541220.0,159340.0
1645,101647,305,Bromley,3005.0,St Paul's Cray Church of England Primary School,3,Voluntary controlled school,4,LA maintained schools,2,Closed,0,Not applicable,,10,Academy Converter,28-02-2019,2,Primary,2.0,11.0,0,Not applicable,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE31,Diocese of Rochester,0,Not applicable,320.0,2,No Special Classes,17-01-2019,287.0,137.0,150.0,32.2,0,Not applicable,,,Not applicable,,Not under a federation,,,10071427.0,,Not applicable,01-07-2016,0,Not applicable,11-07-2019,Buttermere Road,,,Orpington,Kent,BR5 3WD,www.st-paulscray.bromley.sch.uk/,1689821993.0,Mrs,Elizabeth,Bennett,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000114,Cray Valley East,E14000872,Orpington,A1,Urban major conurbation,E09000006,547653.0,168586.0,,Bromley 019,Bromley 019A,,,,,,999,,,Requires improvement,South-East England and South London,,10003629173.0,,E02000145,E01000719,26.81588,11.91554,547660.0,168580.0,547660.0,168580.0
1678,101680,305,Bromley,6000.0,Babington House School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01-01-1966,0,Not applicable,,0,Not applicable,3.0,18.0,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,6,None,None,0000,Not applicable,2,Selective,395.0,2,No Special Classes,17-01-2019,384.0,119.0,265.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10014848.0,,Not applicable,,0,Not applicable,11-07-2019,Grange Drive,,,Chislehurst,Kent,BR7 5ES,http://www.babingtonhouse.com/,2084675537.0,Mr,Tim,Lello,Headmaster,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000111,Chislehurst,E14000604,Bromley and Chislehurst,A1,Urban major conurbation,E09000006,542607.0,170812.0,,Bromley 007,Bromley 007C,ISI,1.0,51.0,Does not have boarders,,999,,,,South-East England and South London,,100022900778.0,,E02000133,E01000694,29.873859999999997,12.40122,542600.0,170820.0,542600.0,170820.0
1679,101681,305,Bromley,6001.0,Baston School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,01-01-1949,2,Closure,31-08-2009,0,Not applicable,2.0,16.0,1,No boarders,Has Nursery Classes,0,Not applicable,2,Girls,6,None,Church of England,0000,Not applicable,4,Non-selective,288.0,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10014822.0,,Not applicable,,0,Not applicable,09-07-2019,Baston Road,Hayes,,Bromley,Kent,BR2 7AB,,2084621010.0,Mrs,ANN-MARIE,JEFFERYS,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000119,Hayes and Coney Hall,E14000551,Beckenham,A1,Urban major conurbation,E09000006,540912.0,165589.0,,Bromley 034,Bromley 034D,ISI,1.0,14.0,,Baston School Ltd,999,,,,South-East England and South London,,,,E02000160,E01000765,28.573059999999998,12.19276,540920.0,165580.0,540920.0,165580.0
1680,101682,305,Bromley,6002.0,Bickley Park School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01-01-1951,0,Not applicable,,0,Not applicable,2.0,13.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,1,Boys,6,None,Multi-faith,0000,Not applicable,0,Not applicable,376.0,2,No Special Classes,17-01-2019,394.0,386.0,8.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10018400.0,,Not applicable,,0,Not applicable,11-07-2019,24 Page Heath Lane,Bickley,,Bromley,Kent,BR1 2DS,http://www.bickleyparkschool.co.uk/,2084672195.0,Mr,Patrick,Wenham,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000106,Bickley,E14000604,Bromley and Chislehurst,A1,Urban major conurbation,E09000006,542275.0,168896.0,,Bromley 016,Bromley 016C,ISI,1.0,32.0,Does not have boarders,Mandeep Hansra,999,,,,South-East England and South London,,100020415052.0,,E02000142,E01000648,31.75419,12.58259,542280.0,168900.0,542280.0,168900.0
1681,101683,305,Bromley,6003.0,Bishop Challoner School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01-01-1956,0,Not applicable,,0,Not applicable,3.0,18.0,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,3,Roman Catholic,Roman Catholic,0000,Not applicable,2,Selective,450.0,2,No Special Classes,17-01-2019,371.0,220.0,151.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10008106.0,,Not applicable,,0,Not applicable,11-07-2019,228 Bromley Road,Shortlands,,Bromley,Kent,BR2 0BS,http://www.bishopchallonerschool.com,2084603546.0,Mrs,Paula,Anderson,,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000113,Copers Cope,E14000551,Beckenham,A1,Urban major conurbation,E09000006,538945.0,169431.0,,Bromley 011,Bromley 011D,ISI,1.0,46.0,Does not have boarders,,999,,,,South-East England and South London,,100020392537.0,,E02000137,E01000717,31.67789,12.67735,538940.0,169440.0,538940.0,169440.0
1682,101684,305,Bromley,6004.0,Breaside Preparatory School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01-01-1956,0,Not applicable,,0,Not applicable,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,378.0,2,No Special Classes,17-01-2019,372.0,181.0,191.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10078273.0,,Not applicable,,0,Not applicable,11-07-2019,41-43 Orchard Road,,,Bromley,Kent,BR1 2PR,,2084600916.0,Mrs,Karen,Nicholson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000106,Bickley,E14000604,Bromley and Chislehurst,A1,Urban major conurbation,E09000006,541581.0,169851.0,,Bromley 016,Bromley 016D,ISI,1.0,16.0,Does not have boarders,Cognita Schools Ltd,999,,,,South-East England and South London,,100022887854.0,,E02000142,E01000653,30.630570000000002,12.503260000000001,541580.0,169860.0,541580.0,169860.0
1683,101685,305,Bromley,6007.0,Farringtons School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01-01-1922,0,Not applicable,,0,Not applicable,3.0,19.0,3,Boarding school,Has Nursery Classes,1,Has a sixth form,3,Mixed,4,Methodist,Methodist,0000,Not applicable,4,Non-selective,732.0,2,No Special Classes,17-01-2019,709.0,383.0,326.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10013341.0,,Not applicable,,0,Not applicable,11-07-2019,Perry Street,,,Chislehurst,Kent,BR7 6LR,http://www.farringtons.org.uk,2084670256.0,Mrs,Dorothy,Nancekievill,Head,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000111,Chislehurst,E14000604,Bromley and Chislehurst,A1,Urban major conurbation,E09000006,544956.0,170418.0,,Bromley 010,Bromley 010A,ISI,1.0,119.0,Has boarders,,999,,,,South-East England and South London,,100022901038.0,,E02000136,E01000693,29.27732,12.206719999999999,544960.0,170420.0,544960.0,170420.0
1685,101687,305,Bromley,6010.0,St Christophers The Hall School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01-01-1951,0,Not applicable,,0,Not applicable,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Inter- / non- denominational,0000,Not applicable,4,Non-selective,312.0,2,No Special Classes,17-01-2019,279.0,133.0,146.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10078272.0,,Not applicable,,0,Not applicable,11-07-2019,49 Bromley Road,,,Beckenham,Kent,BR3 5PA,,2086502200.0,Mr,Andrew,Velasco,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000113,Copers Cope,E14000551,Beckenham,A1,Urban major conurbation,E09000006,538284.0,169385.0,,Bromley 011,Bromley 011C,ISI,0.0,21.0,Does not have boarders,,999,,,,South-East England and South London,,100022896625.0,,E02000137,E01000716,32.44361,12.80007,538280.0,169380.0,538280.0,169380.0
1688,101690,305,Bromley,6066.0,St David's Prep,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,09-12-1957,0,Not applicable,,0,Not applicable,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Inter- / non- denominational,0000,Not applicable,2,Selective,168.0,2,No Special Classes,17-01-2019,157.0,77.0,80.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10077615.0,,Not applicable,,0,Not applicable,18-07-2019,Justin Hall,Beckenham Road,,West Wickham,Kent,BR4 0QS,www.stdavidsprep.com,2087775852.0,Mrs,Julia,Foulger,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000127,West Wickham,E14000551,Beckenham,A1,Urban major conurbation,E09000006,537909.0,166748.0,,Bromley 030,Bromley 030B,ISI,0.0,23.0,Does not have boarders,,999,,,,South-East England and South London,,100022897341.0,,E02000156,E01000835,30.61755,12.60312,537900.0,166740.0,537900.0,166740.0
1692,101694,305,Bromley,6075.0,Ashgrove School Ltd,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,16-10-1986,0,Not applicable,,0,Not applicable,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,105.0,2,No Special Classes,17-01-2019,94.0,37.0,57.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10077614.0,,Not applicable,,0,Not applicable,11-07-2019,116 Widmore Road,,,Bromley,Kent,BR1 3BE,http://www.ashgrove.org.uk/,2084604143.0,Dr,P,Ash,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000106,Bickley,E14000604,Bromley and Chislehurst,A1,Urban major conurbation,E09000006,540963.0,169466.0,,Bromley 016,Bromley 016A,Ofsted,0.0,0.0,Does not have boarders,,999,,,,South-East England and South London,,100022888033.0,,E02000142,E01000646,31.85306,12.682319999999999,540960.0,169460.0,540960.0,169460.0
1700,101702,306,Croydon,1000.0,Crosfield Nursery School,15,Local authority nursery school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,1,Nursery,2.0,5.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,1,Has Special Classes,17-01-2019,131.0,63.0,68.0,0.0,0,Not applicable,,,Not applicable,,Supported by a federation,16337,Federation of Crosfield and Selhurst Nursery Schools and Children's Centres,,,Not applicable,18-12-2018,0,Not applicable,11-07-2019,Elborough Road,South Norwood,,London,,SE25 5BD,,2086547566.0,Mrs,Jacqueline Mary,Stevenson,Head of Federation,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,PD - Physical Disability,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,,,,,,,,,,,Resource Provision,22.0,27.0,,,H,London,E09000008,Croydon,E05000169,Woodside,E14000654,Croydon Central,A1,Urban major conurbation,E09000008,534285.0,167830.0,,Croydon 008,Croydon 008D,,,,,,999,,,Good,South-East England and South London,,100023261424.0,,E02000201,E01001191,31.92132,12.77635,534280.0,167840.0,534280.0,167840.0
1701,101703,306,Croydon,1001.0,Coulsdon Nursery School,15,Local authority nursery school,4,LA maintained schools,2,Closed,0,Not applicable,,2,Closure,20-12-2017,1,Nursery,3.0,5.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,0,Not applicable,19-01-2017,56.0,30.0,25.0,0.0,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14-11-2018,Linden Avenue,,,Coulsdon,Surrey,CR5 3BT,www.chipsteadvalley.com,1737553860.0,Mr,Mark,Rosewell,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05000151,Coulsdon West,E14000656,Croydon South,A1,Urban major conurbation,E09000008,528877.0,159432.0,,Croydon 043,Croydon 043C,,,,,,999,,,,South-East England and South London,,100022914732.0,,E02000236,E01001025,27.17107,11.9868,528880.0,159440.0,528880.0,159440.0
1702,101704,306,Croydon,1002.0,Purley Nursery School,15,Local authority nursery school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,1,Nursery,2.0,5.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,0,Not applicable,17-01-2019,95.0,51.0,44.0,0.0,0,Not applicable,,,Not applicable,,Supported by a federation,16658~16659,Purley Partnership Federation~Purley Partnership Federation,,,Not applicable,06-03-2018,0,Not applicable,11-07-2019,58 Pampisford Road,,,Purley,Surrey,CR8 2NE,www.purley.croydon.sch.uk,2086605639.0,Mrs,Sue,Jarrett,Head of School,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05000159,Purley,E14000656,Croydon South,A1,Urban major conurbation,E09000008,531478.0,161952.0,,Croydon 037,Croydon 037C,,,,,,999,,,Outstanding,South-East England and South London,,100023536360.0,,E02000230,E01001093,31.40015,12.524519999999999,531480.0,161960.0,531480.0,161960.0
1703,101705,306,Croydon,1003.0,Tunstall Nursery School,15,Local authority nursery school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,1,Nursery,2.0,5.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,0,Not applicable,17-01-2019,114.0,64.0,50.0,0.0,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,25-02-2016,0,Not applicable,11-07-2019,Tunstall Road,,,Croydon,Surrey,CR0 6TY,www.tunstall.croydon.sch.uk,2086540371.0,Ms,Jane,Charman,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05000146,Addiscombe,E14000654,Croydon Central,A1,Urban major conurbation,E09000008,533445.0,166142.0,,Croydon 022,Croydon 022E,,,,,,999,,,Outstanding,South-East England and South London,,200001210252.0,,E02000215,E01000979,32.4719,12.898810000000001,533440.0,166140.0,533440.0,166140.0
1708,101710,306,Croydon,2001.0,Ashburton Infant School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,6,For Academy,31-08-2009,2,Primary,3.0,7.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,168.0,1,Has Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14-11-2018,Long Lane,,,Croydon,Surrey,CR0 7AR,,2086545592.0,Mr,T,Ahmet,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,SEN Unit,,,,,H,London,E09000008,Croydon,E05000147,Ashburton,E14000654,Croydon Central,A1,Urban major conurbation,E09000008,534941.0,167160.0,,Croydon 045,Croydon 045A,,,,,,999,,,,South-East England and South London,,,,E02006788,E01000990,32.105109999999996,12.7579,534940.0,167160.0,534940.0,167160.0
1709,101711,306,Croydon,2002.0,Benson Primary and Nursery School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,6,For Academy,31-08-2013,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420.0,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14-11-2018,West Way,Shirley,,Croydon,Surrey,CR0 8RQ,,2087771572.0,Mrs,Joanne,Goodson,Acting Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05000155,Heathfield,E14000654,Croydon Central,A1,Urban major conurbation,E09000008,536366.0,165280.0,,Croydon 026,Croydon 026B,,,,,,999,,,,South-East England and South London,,,,E02000219,E01001063,28.7785,12.26603,536360.0,165280.0,536360.0,165280.0
